[2400, 0, 0, 2400, 405, 301]
[0, 2400, 2400, 0, -2400, -2400]
[0, 2400, -2400, -2400, 151, 310]
[-2400, -2400, 2400, 0, 405, 301]
[208, 296, 294, 408, 151, 310]
[294, 408, 208, 296, 265, 308]
[0, 2400, 151, 310, 294, 408]
[151, 310, -2400, -2400, 208, 296]
[208, 296, 405, 301, 344, 303]
[405, 301, 208, 296, -2400, -2400]
[265, 308, 208, 296, 344, 303]
[265, 308, 344, 303, 294, 408]
[294, 408, 405, 301, 0, 2400]
[405, 301, 294, 408, 344, 303]
